FFT-Momentaufnahme #1	FFT-Momentaufnahme #1	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung
		362.380				-1.359	8.954	305.324	-0.0324	0.214	7.289	
		362.400	99.32	99.25	0.07	-1.118	14.530	230.711	-0.0267	0.347	5.508	24.9
		362.420				-0.778	18.182	116.828	-0.0186	0.434	2.789	
		362.440				-0.391	19.203	-19.635	-0.0093	0.458	-0.469	
		362.450	100.67	99.25	1.42							
		362.460				-0.009	17.397	-162.970	-2.2500E-4	0.415	-3.891	
		362.480				0.305	12.684	-287.652	0.0073	0.303	-6.867	
		362.500	100.04	99.25	0.78	0.498	5.890	-364.229	0.0119	0.141	-8.695	24.9
		362.520				0.540	-1.885	-385.827	0.0129	-0.045	-9.211	
		362.540				0.423	-9.543	-341.648	0.0101	-0.228	-8.156	
		362.550	98.77	99.26	-0.48							
		362.560				0.159	-15.551	-232.674	0.0038	-0.371	-5.555	
		362.580				-0.199	-18.850	-91.303	-0.0048	-0.450	-2.180	
		362.600	98.03	99.26	-1.23	-0.595	-19.203	55.960	-0.0142	-0.458	1.336	24.9
		362.620				-0.968	-16.611	186.532	-0.0231	-0.397	4.453	
		362.640				-1.260	-11.742	276.853	-0.0301	-0.280	6.609	
		362.650	98.16	99.25	-1.09							
		362.660				-1.437	-5.537	324.959	-0.0343	-0.132	7.758	
		362.680				-1.481	1.257	336.740	-0.0354	0.030	8.039	
		362.700	98.98	99.25	-0.27	-1.387	7.933	310.233	-0.0331	0.189	7.406	24.9
		362.720				-1.164	13.666	244.455	-0.0278	0.326	5.836	
		362.740				-0.840	17.711	138.427	-0.0201	0.423	3.305	
		362.750	100.17	99.25	0.92							
		362.760				-0.456	19.203	0.982	-0.0109	0.458	0.023	
		362.780				-0.072	17.750	-139.408	-0.0017	0.424	-3.328	
		362.800	100.33	99.25	1.08	0.254	13.627	-263.109	0.0061	0.325	-6.281	24.9
		362.820				0.473	7.226	-350.484	0.0113	0.173	-8.367	
		362.840				0.543	-0.393	-381.900	0.0130	-0.009	-9.117	
		362.850	99.17	99.25	-0.09							
		362.860				0.457	-8.050	-354.411	0.0109	-0.192	-8.461	
		362.880				0.221	-14.569	-260.163	0.0053	-0.348	-6.211	
		362.900	98.15	99.26	-1.11	-0.126	-18.457	-118.792	-0.0030	-0.441	-2.836	24.9
		362.920				-0.517	-19.321	28.471	-0.0123	-0.461	0.680	
		362.940				-0.898	-17.318	161.988	-0.0215	-0.413	3.867	
		362.950	97.91	99.26	-1.35							
		362.960				-1.210	-12.841	263.109	-0.0289	-0.307	6.281	
		362.980				-1.412	-6.794	318.086	-0.0337	-0.162	7.594	
		363.000	98.78	99.25	-0.47	-1.481	-0.118	334.776	-0.0354	-0.003	7.992	24.9
		363.020				-1.417	6.597	317.105	-0.0338	0.158	7.570	
		363.040				-1.217	12.566	258.200	-0.0291	0.300	6.164	
		363.050	99.47	99.25	0.22							
		363.060				-0.914	16.925	162.970	-0.0218	0.404	3.891	
		363.080				-0.540	19.085	37.306	-0.0129	0.456	0.891	
		363.100	100.72	99.25	1.47	-0.151	18.418	-108.974	-0.0036	0.440	-2.602	24.9
		363.120				0.196	14.726	-244.455	0.0047	0.352	-5.836	
		363.140				0.438	8.639	-336.740	0.0105	0.206	-8.039	
		363.150	99.85	99.25	0.61							
		363.160				0.542	1.257	-378.955	0.0129	0.030	-9.047	
		363.180				0.489	-6.519	-365.210	0.0117	-0.156	-8.719	
		363.200	98.66	99.25	-0.60	0.281	-13.352	-282.744	0.0067	-0.319	-6.750	24.9
		363.220				-0.046	-17.829	-152.171	-0.0011	-0.426	-3.633	
		363.240				-0.432	-19.439	-5.890	-0.0103	-0.464	-0.141	
		363.250	97.95	99.25	-1.30							
		363.260				-0.823	-18.064	135.481	-0.0197	-0.431	3.234	
		363.280				-1.155	-14.019	248.382	-0.0276	-0.335	5.930	
		363.300	98.27	99.25	-0.98	-1.384	-8.129	315.141	-0.0330	-0.194	7.523	24.9
		363.320				-1.480	-1.414	338.703	-0.0353	-0.034	8.086	
		363.340				-1.440	5.419	328.886	-0.0344	0.129	7.852	
		363.350	99.08	99.26	-0.17							
		363.360				-1.263	11.742	277.835	-0.0302	0.280	6.633	
		363.380				-0.971	16.533	182.605	-0.0232	0.395	4.359	
		363.400	100.32	99.25	1.06	-0.602	19.046	53.996	-0.0144	0.455	1.289	24.9
		363.420				-0.209	18.692	-89.339	-0.0050	0.446	-2.133	
		363.440				0.146	15.472	-223.839	0.0035	0.369	-5.344	
		363.450	100.53	99.25	1.28							
		363.460				0.410	9.739	-324.959	0.0098	0.233	-7.758	
		363.480				0.536	2.474	-376.991	0.0128	0.059	-9.000	
		363.500	99.06	99.25	-0.19	0.509	-5.341	-371.101	0.0121	-0.128	-8.859	24.9
		363.520				0.322	-12.370	-297.470	0.0077	-0.295	-7.102	
		363.540				0.014	-17.240	-174.751	3.3750E-4	-0.412	-4.172	
		363.550	98.28	99.25	-0.98							
		363.560				-0.368	-19.360	-29.452	-0.0088	-0.462	-0.703	
		363.580				-0.760	-18.418	114.865	-0.0182	-0.440	2.742	
		363.600	97.94	99.26	-1.32	-1.104	-14.765	230.711	-0.0264	-0.353	5.508	24.9
		363.620				-1.351	-9.189	302.379	-0.0323	-0.219	7.219	
		363.640				-1.472	-2.670	333.794	-0.0351	-0.064	7.969	
		363.650	98.60	99.25	-0.66							
		363.660				-1.458	4.163	331.831	-0.0348	0.099	7.922	
		363.680				-1.305	10.603	289.616	-0.0312	0.253	6.914	
		363.700	99.65	99.26	0.39	-1.034	15.747	202.240	-0.0247	0.376	4.828	24.9
		363.720				-0.675	18.692	81.485	-0.0161	0.446	1.945	
		363.740				-0.286	19.007	-56.941	-0.0068	0.454	-1.359	
		363.750	100.65	99.25	1.40							
		363.760				0.085	16.415	-200.277	0.0020	0.392	-4.781	
		363.780				0.371	10.996	-314.160	0.0088	0.262	-7.500	
		363.800	99.62	99.25	0.37	0.525	3.848	-374.046	0.0125	0.092	-8.930	24.9
		363.820				0.525	-3.966	-376.010	0.0125	-0.095	-8.977	
		363.840				0.366	-11.192	-315.141	0.0087	-0.267	-7.523	
		363.850	98.79	99.25	-0.46							
		363.860				0.077	-16.572	-200.277	0.0018	-0.396	-4.781	
		363.880				-0.297	-19.203	-54.978	-0.0071	-0.458	-1.313	
		363.900	97.89	99.26	-1.37	-0.691	-18.771	91.303	-0.0165	-0.448	2.180	24.9
		363.920				-1.048	-15.551	211.076	-0.0250	-0.371	5.039	
		363.940				-1.313	-10.328	289.616	-0.0314	-0.247	6.914	
		363.950	98.15	99.25	-1.11							
		363.960				-1.461	-3.966	331.831	-0.0349	-0.095	7.922	
		363.980				-1.472	2.945	336.740	-0.0351	0.070	8.039	
		364.000	99.14	99.26	-0.12	-1.343	9.503	298.452	-0.0321	0.227	7.125	24.9
		364.020				-1.092	14.883	222.857	-0.0261	0.355	5.320	
		364.040				-0.748	18.418	109.956	-0.0179	0.440	2.625	
		364.050	100.17	99.26	0.91							
		364.060				-0.355	19.282	-33.379	-0.0085	0.460	-0.797	
		364.080				0.024	17.082	-178.678	5.6250E-4	0.408	-4.266	
		364.100	100.37	99.26	1.11	0.328	12.134	-297.470	0.0078	0.290	-7.102	24.9
		364.120				0.509	5.184	-371.101	0.0121	0.124	-8.859	
		364.140				0.536	-2.710	-384.845	0.0128	-0.065	-9.188	
		364.150	99.17	99.26	-0.09							
		364.160				0.401	-10.210	-330.849	0.0096	-0.244	-7.898	
		364.180				0.127	-15.944	-220.893	0.0030	-0.381	-5.273	
		364.200	98.15	99.25	-1.10	-0.237	-19.046	-79.522	-0.0057	-0.455	-1.898	24.9
		364.220				-0.635	-19.124	70.686	-0.0152	-0.457	1.687	
		364.240				-1.002	-16.218	199.295	-0.0239	-0.387	4.758	
		364.250	97.90	99.26	-1.35							
		364.260				-1.283	-11.153	283.725	-0.0306	-0.266	6.773	
		364.280				-1.448	-4.869	328.886	-0.0346	-0.116	7.852	
		364.300	98.77	99.25	-0.48	-1.478	2.003	336.740	-0.0353	0.048	8.039	24.9
		364.320				-1.368	8.600	303.360	-0.0327	0.205	7.242	
		364.340				-1.134	14.137	234.638	-0.0271	0.338	5.602	
		364.350	99.87	99.25	0.61							
		364.360				-0.803	17.986	126.646	-0.0192	0.429	3.023	
		364.380				-0.415	19.203	-12.763	-0.0099	0.458	-0.305	
		364.400	100.74	99.25	1.49	-0.035	17.475	-153.153	-8.2500E-4	0.417	-3.656	24.9
		364.420				0.284	13.077	-275.871	0.0068	0.312	-6.586	
		364.440				0.489	6.440	-358.338	0.0117	0.154	-8.555	
		364.450	99.41	99.25	0.16							
		364.460				0.542	-1.257	-383.864	0.0129	-0.030	-9.164	
		364.480				0.438	-8.914	-347.539	0.0105	-0.213	-8.297	
		364.500	98.64	99.26	-0.61	0.185	-15.158	-243.474	0.0044	-0.362	-5.813	24.9
		364.520				-0.168	-18.653	-103.084	-0.0040	-0.445	-2.461	
		364.540				-0.561	-19.282	43.197	-0.0134	-0.460	1.031	
		364.550	97.89	99.25	-1.36							
		364.560				-0.939	-16.925	176.715	-0.0224	-0.404	4.219	
		364.580				-1.238	-12.213	270.963	-0.0296	-0.292	6.469	
		364.600	98.27	99.26	-0.99	-1.428	-6.087	322.995	-0.0341	-0.145	7.711	24.9
		364.620				-1.481	0.707	336.740	-0.0354	0.017	8.039	
		364.640				-1.400	7.383	314.159	-0.0334	0.176	7.500	
		364.650	99.24	99.25	-0.01							
		364.660				-1.186	13.273	251.328	-0.0283	0.317	6.000	
		364.680				-0.869	17.436	147.262	-0.0207	0.416	3.516	
		364.700	100.29	99.25	1.04	-0.489	19.164	14.726	-0.0117	0.458	0.352	24.9
		364.720				-0.102	18.025	-126.646	-0.0024	0.430	-3.023	
		364.740				0.232	14.098	-256.236	0.0055	0.337	-6.117	
		364.750	100.19	99.26	0.93							
		364.760				0.462	7.775	-346.557	0.0110	0.186	-8.273	
		364.780				0.543	0.236	-382.882	0.0130	0.006	-9.141	
		364.800	99.07	99.25	-0.18	0.471	-7.540	-360.302	0.0112	-0.180	-8.602	24.9
		364.820				0.242	-14.176	-268.017	0.0058	-0.338	-6.398	
		364.840				-0.096	-18.261	-133.518	-0.0023	-0.436	-3.188	
		364.850	98.05	99.25	-1.20							
		364.860				-0.489	-19.517	15.708	-0.0117	-0.466	0.375	
		364.880				-0.877	-17.632	157.080	-0.0209	-0.421	3.750	
		364.900	97.93	99.25	-1.32	-1.194	-13.234	261.145	-0.0285	-0.316	6.234	24.9
		364.920				-1.406	-7.186	320.050	-0.0336	-0.172	7.641	
		364.940				-1.481	-0.432	338.703	-0.0354	-0.010	8.086	
		364.950	98.90	99.25	-0.35							
		364.960				-1.423	6.362	323.977	-0.0340	0.152	7.734	
		364.980				-1.227	12.527	266.054	-0.0293	0.299	6.352	
		365.000	99.66	99.26	0.41	-0.922	17.004	164.934	-0.0220	0.406	3.938	24.9
		365.020				-0.547	19.124	35.343	-0.0131	0.457	0.844	
		365.040				-0.157	18.418	-107.992	-0.0038	0.440	-2.578	
		365.050	100.66	99.25	1.41							
		365.060				0.190	14.805	-241.510	0.0045	0.353	-5.766	
		365.080				0.435	8.757	-334.776	0.0104	0.209	-7.992	
		365.100	99.61	99.26	0.35	0.540	1.414	-377.973	0.0129	0.034	-9.023	24.9
		365.120				0.492	-6.362	-364.229	0.0117	-0.152	-8.695	
		365.140				0.286	-13.155	-282.744	0.0068	-0.314	-6.750	
		365.150	98.48	99.25	-0.78							
		365.160				-0.035	-17.671	-156.098	-8.2500E-4	-0.422	-3.727	
		365.180				-0.421	-19.399	-11.781	-0.0101	-0.463	-0.281	
		365.200	97.88	99.25	-1.37	-0.811	-18.143	131.554	-0.0194	-0.433	3.141	24.9
		365.220				-1.147	-14.137	247.401	-0.0274	-0.338	5.906	
		365.240				-1.376	-8.247	311.214	-0.0329	-0.197	7.430	
		365.250	98.39	99.25	-0.86							
		365.260				-1.477	-1.689	335.758	-0.0353	-0.040	8.016	
		365.280				-1.444	5.184	332.813	-0.0345	0.124	7.945	
		365.300	99.15	99.25	-0.10	-1.269	11.624	281.762	-0.0303	0.278	6.727	24.9
		365.320				-0.979	16.454	184.569	-0.0234	0.393	4.406	
		365.340				-0.611	19.007	57.923	-0.0146	0.454	1.383	
		365.350	100.56	99.26	1.31							
		365.360				-0.218	18.771	-85.412	-0.0052	0.448	-2.039	
		365.380				0.140	15.590	-223.839	0.0033	0.372	-5.344	
		365.400	100.35	99.25	1.09	0.405	9.817	-323.977	0.0097	0.234	-7.734	24.9
		365.420				0.533	2.631	-374.046	0.0127	0.063	-8.930	
		365.440				0.511	-5.144	-373.064	0.0122	-0.123	-8.906	
		365.450	99.00	99.25	-0.26							
		365.460				0.327	-12.291	-302.379	0.0078	-0.293	-7.219	
		365.480				0.019	-17.240	-175.733	4.5000E-4	-0.412	-4.195	
		365.500	98.15	99.25	-1.10	-0.363	-19.321	-30.434	-0.0087	-0.461	-0.727	24.9
		365.520				-0.754	-18.457	111.919	-0.0180	-0.441	2.672	
		365.540				-1.101	-14.844	228.747	-0.0263	-0.354	5.461	
		365.550	98.01	99.26	-1.24							
		365.560				-1.348	-9.307	302.379	-0.0322	-0.222	7.219	
		365.580				-1.473	-2.749	337.721	-0.0352	-0.066	8.062	
		365.600	98.78	99.25	-0.47	-1.458	4.202	333.794	-0.0348	0.100	7.969	24.9
		365.620				-1.305	10.603	289.616	-0.0312	0.253	6.914	
		365.640				-1.034	15.787	205.185	-0.0247	0.377	4.898	
		365.650	99.89	99.26	0.64							
		365.660				-0.674	18.810	81.485	-0.0161	0.449	1.945	
		365.680				-0.281	19.046	-61.850	-0.0067	0.455	-1.477	
		365.700	100.74	99.25	1.49	0.088	16.336	-203.222	0.0021	0.390	-4.852	24.9
		365.720				0.372	10.917	-313.178	0.0089	0.261	-7.477	
		365.740				0.525	3.809	-372.083	0.0125	0.091	-8.883	
		365.750	99.39	99.25	0.14							
		365.760				0.525	-3.966	-375.028	0.0125	-0.095	-8.953	
		365.780				0.366	-11.192	-314.160	0.0087	-0.267	-7.500	
		365.800	98.64	99.26	-0.62	0.077	-16.533	-198.313	0.0018	-0.395	-4.734	24.9
		365.820				-0.295	-19.124	-55.960	-0.0071	-0.457	-1.336	
		365.840				-0.688	-18.771	88.357	-0.0164	-0.448	2.109	
		365.850	97.88	99.25	-1.37							
		365.860				-1.046	-15.590	211.076	-0.0250	-0.372	5.039	
		365.880				-1.312	-10.328	290.598	-0.0313	-0.247	6.938	
		365.900	98.54	99.25	-0.71	-1.459	-3.966	331.831	-0.0348	-0.095	7.922	24.9
		365.920				-1.470	2.945	338.703	-0.0351	0.070	8.086	
		365.940				-1.341	9.582	302.379	-0.0320	0.229	7.219	
		365.950	99.26	99.26	0.00							
		365.960				-1.087	15.040	222.857	-0.0260	0.359	5.320	
		365.980				-0.740	18.496	105.047	-0.0177	0.442	2.508	
		366.000	100.64	99.25	1.39	-0.347	19.242	-37.306	-0.0083	0.459	-0.891	24.9
		366.020				0.030	17.004	-180.642	7.1250E-4	0.406	-4.313	
		366.040				0.333	12.017	-298.452	0.0079	0.287	-7.125	
		366.050	100.15	99.26	0.89							
		366.060				0.511	5.066	-369.137	0.0122	0.121	-8.813	
		366.080				0.536	-2.749	-384.845	0.0128	-0.066	-9.188	
		366.100	98.84	99.25	-0.41	0.401	-10.328	-330.849	0.0096	-0.247	-7.898	24.9
		366.120				0.123	-15.983	-215.985	0.0029	-0.382	-5.156	
		366.140				-0.239	-18.967	-77.558	-0.0057	-0.453	-1.852	
		366.150	98.04	99.26	-1.22							
		366.160				-0.636	-19.085	69.704	-0.0152	-0.456	1.664	
		366.180				-1.002	-16.179	198.313	-0.0239	-0.386	4.734	
		366.200	98.11	99.25	-1.14	-1.283	-11.153	283.725	-0.0306	-0.266	6.773	24.9
		366.220				-1.448	-4.830	328.886	-0.0346	-0.115	7.852	
		366.240				-1.477	2.003	336.740	-0.0353	0.048	8.039	
		366.250	98.91	99.25	-0.34							
		366.260				-1.368	8.639	307.287	-0.0327	0.206	7.336	
		366.280				-1.131	14.294	235.620	-0.0270	0.341	5.625	
		366.300	100.10	99.25	0.85	-0.796	18.064	123.700	-0.0190	0.431	2.953	24.9
		366.320				-0.408	19.242	-14.726	-0.0098	0.459	-0.352	
		366.340				-0.027	17.475	-157.080	-6.3750E-4	0.417	-3.750	
		366.350	100.66	99.26	1.40							
		366.360				0.291	12.959	-279.798	0.0069	0.309	-6.680	
		366.380				0.492	6.283	-359.320	0.0117	0.150	-8.578	
		366.400	99.22	99.25	-0.03	0.542	-1.414	-381.900	0.0129	-0.034	-9.117	24.9
		366.420				0.435	-8.993	-341.648	0.0104	-0.215	-8.156	
		366.440				0.182	-15.080	-243.474	0.0043	-0.360	-5.813	
		366.450	98.46	99.25	-0.79							
		366.460				-0.168	-18.732	-107.992	-0.0040	-0.447	-2.578	
		366.480				-0.567	-19.399	45.160	-0.0135	-0.463	1.078	
		366.500	97.88	99.26	-1.38	-0.944	-16.925	180.642	-0.0225	-0.404	4.313	24.9
		366.520				-1.244	-12.174	274.890	-0.0297	-0.291	6.563	
		366.540				-1.431	-5.930	327.904	-0.0342	-0.142	7.828	
		366.550	98.42	99.26	-0.84							
		366.560				-1.481	0.942	340.667	-0.0354	0.023	8.133	
		366.580				-1.393	7.697	317.105	-0.0333	0.184	7.570	
		366.600	99.43	99.25	0.18	-1.173	13.627	250.346	-0.0280	0.325	5.977	24.9
		366.620				-0.848	17.711	141.372	-0.0203	0.423	3.375	
		366.640				-0.465	19.282	5.890	-0.0111	0.460	0.141	
		366.650	100.60	99.26	1.35							
		366.660				-0.077	17.946	-138.427	-0.0018	0.428	-3.305	
		366.680				0.253	13.744	-267.036	0.0060	0.328	-6.375	
		366.700	99.89	99.25	0.64	0.473	7.265	-352.448	0.0113	0.173	-8.414	24.9
		366.720				0.543	-0.353	-382.882	0.0130	-0.008	-9.141	
		366.740				0.459	-8.050	-354.411	0.0109	-0.192	-8.461	
		366.750	98.97	99.26	-0.28							
		366.760				0.221	-14.530	-259.182	0.0053	-0.347	-6.188	
		366.780				-0.123	-18.418	-120.755	-0.0029	-0.440	-2.883	
		366.800	97.99	99.26	-1.27	-0.515	-19.360	27.489	-0.0123	-0.462	0.656	24.9
		366.820				-0.897	-17.318	162.970	-0.0214	-0.413	3.891	
		366.840				-1.208	-12.841	262.127	-0.0288	-0.307	6.258	
		366.850	98.04	99.26	-1.21							
		366.860				-1.411	-6.833	317.105	-0.0337	-0.163	7.570	
		366.880				-1.481	-0.157	334.776	-0.0354	-0.004	7.992	
		366.900	99.06	99.26	-0.20	-1.417	6.558	319.068	-0.0338	0.157	7.617	24.9
		366.920				-1.219	12.606	262.127	-0.0291	0.301	6.258	
		366.940				-0.913	17.043	161.988	-0.0218	0.407	3.867	
		366.950	99.92	99.25	0.66							
		366.960				-0.537	19.085	31.416	-0.0128	0.456	0.750	
		366.980				-0.149	18.300	-110.938	-0.0036	0.437	-2.648	
		367.000	100.56	99.25	1.31	0.195	14.648	-240.528	0.0046	0.350	-5.742	24.9
		367.020				0.437	8.679	-332.813	0.0104	0.207	-7.945	
		367.040				0.542	1.335	-376.991	0.0129	0.032	-9.000	
		367.050	99.38	99.26	0.12							
		367.060				0.490	-6.401	-363.247	0.0117	-0.153	-8.672	
		367.080				0.286	-13.195	-281.762	0.0068	-0.315	-6.727	
		367.100	98.33	99.25	-0.93	-0.038	-17.671	-153.153	-9.0000E-4	-0.422	-3.656	24.9
		367.120				-0.421	-19.321	-9.817	-0.0101	-0.461	-0.234	
		367.140				-0.811	-18.064	130.573	-0.0194	-0.431	3.117	
		367.150	97.88	99.25	-1.37							
		367.160				-1.144	-14.098	242.492	-0.0273	-0.337	5.789	
		367.180				-1.374	-8.364	309.251	-0.0328	-0.200	7.383	
		367.200	98.55	99.25	-0.70	-1.478	-1.728	337.721	-0.0353	-0.041	8.063	24.9
		367.220				-1.444	5.144	331.831	-0.0345	0.123	7.922	
		367.240				-1.272	11.545	282.744	-0.0304	0.276	6.750	
		367.250	99.26	99.25	0.01							
		367.260				-0.982	16.454	187.514	-0.0234	0.393	4.477	
		367.280				-0.614	19.046	60.868	-0.0147	0.455	1.453	
		367.300	100.65	99.25	1.40	-0.220	18.889	-83.449	-0.0053	0.451	-1.992	24.9
		367.320				0.141	15.708	-225.802	0.0034	0.375	-5.391	
		367.340				0.408	9.857	-329.867	0.0097	0.235	-7.875	
		367.350	99.68	99.26	0.42							
		367.360				0.536	2.513	-379.937	0.0128	0.060	-9.070	
		367.380				0.509	-5.341	-375.028	0.0121	-0.128	-8.953	
		367.400	98.83	99.26	-0.43	0.322	-12.488	-299.433	0.0077	-0.298	-7.148	24.9
		367.420				0.009	-17.318	-169.842	2.2500E-4	-0.413	-4.055	
		367.440				-0.371	-19.282	-25.525	-0.0089	-0.460	-0.609	
		367.450	97.89	99.26	-1.37							
		367.460				-0.762	-18.339	113.883	-0.0182	-0.438	2.719	
		367.480				-1.104	-14.726	228.747	-0.0264	-0.352	5.461	
		367.500	98.12	99.26	-1.14	-1.351	-9.189	300.415	-0.0323	-0.219	7.172	24.9
		367.520				-1.472	-2.710	330.849	-0.0351	-0.065	7.898	
		367.540				-1.459	4.045	328.886	-0.0348	0.097	7.852	
		367.550	99.13	99.25	-0.13							
		367.560				-1.310	10.446	287.652	-0.0313	0.249	6.867	
		367.580				-1.041	15.551	204.204	-0.0249	0.371	4.875	
		367.600	100.09	99.26	0.83	-0.688	18.614	85.412	-0.0164	0.444	2.039	24.9
		367.620				-0.297	18.967	-53.996	-0.0071	0.453	-1.289	
		367.640				0.071	16.454	-193.404	0.0017	0.393	-4.617	
		367.650	100.44	99.25	1.19							
		367.660				0.361	11.231	-306.306	0.0086	0.268	-7.313	
		367.680				0.520	4.202	-372.083	0.0124	0.100	-8.883	
		367.700	99.23	99.25	-0.02	0.529	-3.652	-380.918	0.0126	-0.087	-9.094	24.9
		367.720				0.374	-11.035	-319.068	0.0089	-0.263	-7.617	
		367.740				0.088	-16.415	-205.185	0.0021	-0.392	-4.898	
		367.750	98.20	99.25	-1.05							
		367.760				-0.283	-19.242	-62.832	-0.0068	-0.459	-1.500	
		367.780				-0.682	-18.928	88.357	-0.0163	-0.452	2.109	
		367.800	97.88	99.25	-1.38	-1.040	-15.708	211.076	-0.0248	-0.375	5.039	24.9
		367.820				-1.310	-10.485	291.579	-0.0313	-0.250	6.961	
		367.840				-1.459	-4.045	334.776	-0.0348	-0.097	7.992	
		367.850	98.71	99.25	-0.54							
		367.860				-1.472	2.906	339.685	-0.0351	0.069	8.109	
		367.880				-1.343	9.543	302.379	-0.0321	0.228	7.219	
		367.900	99.43	99.26	0.17	-1.090	15.001	222.857	-0.0260	0.358	5.320	24.9
		367.920				-0.743	18.457	106.029	-0.0177	0.441	2.531	
		367.940				-0.352	19.242	-34.361	-0.0084	0.459	-0.820	
		367.950	100.73	99.26	1.47							
		367.960				0.027	17.082	-179.660	6.3750E-4	0.408	-4.289	
		367.980				0.331	12.056	-298.452	0.0079	0.288	-7.125	
		368.000	99.90	99.25	0.65	0.509	5.144	-367.174	0.0121	0.123	-8.766	24.9
		368.020				0.537	-2.631	-383.864	0.0128	-0.063	-9.164	
		368.040				0.404	-10.210	-331.831	0.0096	-0.244	-7.922	
		368.050	98.69	99.26	-0.57							
		368.060				0.129	-15.904	-219.912	0.0031	-0.380	-5.250	
		368.080				-0.232	-19.007	-81.485	-0.0056	-0.454	-1.945	
		368.100	97.98	99.26	-1.27	-0.631	-19.164	68.722	-0.0151	-0.458	1.641	24.9
		368.120				-0.999	-16.258	200.277	-0.0239	-0.388	4.781	
		368.140				-1.282	-11.153	283.725	-0.0306	-0.266	6.773	
		368.150	98.24	99.25	-1.02							
		368.160				-1.445	-4.909	325.940	-0.0345	-0.117	7.781	
		368.180				-1.478	1.885	336.740	-0.0353	0.045	8.039	
		368.200	99.05	99.26	-0.20	-1.370	8.561	306.306	-0.0327	0.204	7.313	24.9
		368.220				-1.136	14.137	233.656	-0.0271	0.338	5.578	
		368.240				-0.804	17.907	125.664	-0.0192	0.428	3.000	
		368.250	100.26	99.25	1.00							
		368.260				-0.419	19.164	-9.817	-0.0100	0.458	-0.234	
		368.280				-0.038	17.514	-152.171	-9.0000E-4	0.418	-3.633	
		368.300	100.57	99.25	1.32	0.281	13.077	-273.908	0.0067	0.312	-6.539	24.9
		368.320				0.485	6.558	-353.429	0.0116	0.157	-8.437	
		368.340				0.543	-1.060	-381.900	0.0130	-0.025	-9.117	
		368.350	99.09	99.26	-0.16							
		368.360				0.443	-8.718	-346.557	0.0106	-0.208	-8.273	
		368.380				0.195	-14.923	-247.401	0.0046	-0.356	-5.906	
		368.400	98.32	99.26	-0.94	-0.154	-18.614	-109.956	-0.0037	-0.444	-2.625	24.9
		368.420				-0.550	-19.321	40.252	-0.0131	-0.461	0.961	
		368.440				-0.927	-17.004	172.788	-0.0221	-0.406	4.125	
		368.450	97.92	99.26	-1.34							
		368.460				-1.230	-12.409	268.017	-0.0294	-0.296	6.398	
		368.480				-1.423	-6.283	322.995	-0.0340	-0.150	7.711	
		368.500	98.55	99.26	-0.71	-1.481	0.511	336.740	-0.0354	0.012	8.039	24.9
		368.520				-1.403	7.186	316.123	-0.0335	0.172	7.547	
		368.540				-1.194	13.155	257.218	-0.0285	0.314	6.141	
		368.550	99.59	99.26	0.34							
		368.560				-0.877	17.475	152.171	-0.0209	0.417	3.633	
		368.580				-0.495	19.242	15.708	-0.0118	0.459	0.375	
		368.600	100.62	99.26	1.36	-0.107	18.103	-127.627	-0.0026	0.432	-3.047	24.9
		368.620				0.229	14.137	-256.236	0.0055	0.338	-6.117	
		368.640				0.459	7.854	-344.594	0.0109	0.188	-8.227	
		368.650	99.70	99.25	0.45							
		368.660				0.543	0.353	-378.955	0.0130	0.008	-9.047	
		368.680				0.473	-7.304	-358.338	0.0113	-0.174	-8.555	
		368.700	98.85	99.26	-0.41	0.251	-13.980	-268.999	0.0060	-0.334	-6.422	24.9
		368.720				-0.086	-18.064	-132.536	-0.0021	-0.431	-3.164	
		368.740				-0.471	-19.282	8.836	-0.0113	-0.460	0.211	
		368.750	97.88	99.25	-1.37							
		368.760				-0.858	-17.711	147.262	-0.0205	-0.423	3.516	
		368.780				-1.180	-13.391	255.255	-0.0282	-0.320	6.094	
		368.800	98.10	99.26	-1.16	-1.393	-7.501	312.196	-0.0333	-0.179	7.453	24.9
		368.820				-1.480	-0.903	334.776	-0.0353	-0.022	7.992	
		368.840				-1.429	5.890	325.940	-0.0341	0.141	7.781	
		368.850	99.12	99.25	-0.14							
		368.860				-1.244	12.134	272.926	-0.0297	0.290	6.516	
		368.880				-0.944	16.808	174.751	-0.0225	0.401	4.172	
		368.900	100.44	99.26	1.18	-0.572	19.124	45.160	-0.0137	0.457	1.078	24.9
		368.920				-0.179	18.614	-100.138	-0.0043	0.444	-2.391	
		368.940				0.173	15.119	-236.601	0.0041	0.361	-5.648	
		368.950	100.44	99.26	1.18							
